source_id	parallax (mas)	parallax_error(mas)	distance(pc)	distance_error (pc)
6431053513843503360	2.823973120823086	0.03589537390158388	354.11101919714315	4.501086551789706
5865851794973505920	2.4204754671788913	0.02661602834812138	413.14196882380236	4.542991037553987
4680410584700200192	2.621976020329876	0.018130950850113924	381.39174128457057	2.6373219519375795
4865864283245483264	2.4185554596883603	0.03426607832346068	413.4699479369613	5.8580395846001085
5832672897780963968	5.134774069594207	0.03514709605765393	194.7505355535591	1.3330510140481082
6406791140508114048	4.096203443629039	0.03593856240439949	244.1284994170231	2.1418924698764665
6406835705088471552	4.859569013350024	0.02411417204948511	205.7795654826257	1.0211201513311872
6117722077510216960	5.134261169810926	0.03902071882357759	194.76999064245615	1.4802645967482015
6442679230101718528	3.4963651592447134	0.03472364279055587	286.01131588212615	2.8404798453297606
5530145636307244928	3.257903157263633	0.031149132456613063	306.9458948681325	2.934739884745872
5459613275349850752	2.261913650170675	0.0238278261778319	442.10352589036455	4.657280337261032
5450597520518818560	2.544210269662617	0.02486704870403906	393.0492742380951	3.8416539553006457
2901181830707674624	4.2496443313053485	0.026358750573030932	235.3138102954685	1.459552270357305
5010553863067467776	2.410546761058048	0.03955195961945438	414.8436430086407	6.806704305318385
4991590586022399232	4.304657767492269	0.03403768442050765	232.3065047241984	1.8368883018637407
5523039531316481920	2.6245433302655417	0.027269643426930855	381.01866654981984	3.958876599978636
5408692795928391168	5.4058205650733155	0.030260138752120653	184.98579225158534	1.0354941813774428
5510540523645317760	3.7736280672857685	0.026161028182344778	264.99696900952483	1.8371161786170631
4871067103548597632	3.777280758760566	0.022840193287010417	264.74071266233557	1.6008153574829145
5554883861950638976	4.4590575731845945	0.02284146806269233	224.26263478042839	1.1487826128995196
6743805881219409664	3.6036101264199734	0.03218948270148018	277.4994977032811	2.478782378676273
5048397193573212160	2.696677053600031	0.02248637964591767	370.82675460341545	3.0921578747236658
4861884635268233856	3.2776848348018373	0.020373041534100883	305.0933968337008	1.8963630607421407
6734777211449489024	4.451184866144391	0.039779298272412	224.65928288127878	2.0077325233947434
6479914706773291776	4.521006683143889	0.032042684508702415	221.18967523945446	1.5676842519842418
